Song,Artist,Year,Genres,Acousticness,Danceability,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Split
Perfect Duet (Ed Sheeran & Beyoncé),"Ed Sheeran, Beyoncé",2017,"['pop', 'singer-songwriter pop', 'uk pop']",0.779,0.587,259550,0.299,0.0,8,0.123,-7.365,1,0.0263,94.992,3,train
Give Me Love,Ed Sheeran,2011,"['pop', 'singer-songwriter pop', 'uk pop']",0.694,0.526,526387,0.328,0.0,1,0.112,-9.864,1,0.0461,116.068,4,train
Kiss Me,Ed Sheeran,2011,"['pop', 'singer-songwriter pop', 'uk pop']",0.64,0.589,280853,0.227,0.00469,2,0.0248,-16.67,1,0.0498,74.993,4,train
Nancy Mulligan,Ed Sheeran,2017,"['pop', 'singer-songwriter pop', 'uk pop']",0.117,0.68,179787,0.852,0.0,7,0.0866,-4.35,1,0.0349,101.993,4,train
Don't,Ed Sheeran,2013,"['pop', 'singer-songwriter pop', 'uk pop']",0.0113,0.806,219840,0.608,0.0,1,0.635,-7.008,1,0.0659,95.049,4,train
Celestial,Ed Sheeran,2022,"['pop', 'singer-songwriter pop', 'uk pop']",0.0529,0.574,209027,0.852,0.0,2,0.161,-1.248,1,0.0397,123.038,4,train
Remember The Name (feat. Eminem & 50 Cent),"Ed Sheeran, Eminem, 50 Cent",2019,"['pop', 'singer-songwriter pop', 'uk pop']",0.135,0.852,207760,0.666,0.0,11,0.798,-6.923,0,0.184,91.046,4,train
Visiting Hours,Ed Sheeran,2021,"['pop', 'singer-songwriter pop', 'uk pop']",0.77,0.471,215507,0.396,0.0,8,0.0729,-6.654,1,0.0336,149.609,4,train
Overpass Graffiti,Ed Sheeran,2021,"['pop', 'singer-songwriter pop', 'uk pop']",0.00253,0.52,236907,0.849,0.0,9,0.119,-3.794,0,0.186,175.908,4,train
Afterglow,Ed Sheeran,2020,"['pop', 'singer-songwriter pop', 'uk pop']",0.698,0.641,185487,0.324,0.0,11,0.328,-5.851,1,0.0299,110.184,4,train
BLOW (with Chris Stapleton & Bruno Mars),"Ed Sheeran, Chris Stapleton, Bruno Mars",2019,"['pop', 'singer-songwriter pop', 'uk pop']",0.000245,0.631,209120,0.796,0.0115,1,0.38,-5.35,1,0.0401,92.469,4,train
Sing,Ed Sheeran,2014,"['pop', 'singer-songwriter pop', 'uk pop']",0.304,0.818,235382,0.67,1.22e-06,8,0.0601,-4.451,0,0.0472,119.988,4,train
2step,Ed Sheeran,2021,"['pop', 'singer-songwriter pop', 'uk pop']",0.169,0.763,153627,0.661,0.0,4,0.117,-5.592,0,0.056,95.002,4,train
Perfect Symphony (Ed Sheeran & Andrea Bocelli),"Ed Sheeran, Andrea Bocelli",2017,"['pop', 'singer-songwriter pop', 'uk pop']",0.586,0.544,265363,0.417,0.0,8,0.085,-4.387,1,0.0247,95.156,3,train
What Do I Know?,Ed Sheeran,2017,"['pop', 'singer-songwriter pop', 'uk pop']",0.251,0.838,237333,0.492,0.0,1,0.262,-5.69,0,0.038,115.092,4,train
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2022,"['pop', 'singer-songwriter pop', 'uk pop']",0.924,0.528,185422,0.309,2.1e-06,0,0.282,-7.398,1,0.0329,133.83,4,train
2step (feat. Lil Baby),"Ed Sheeran, Lil Baby",2022,"['pop', 'singer-songwriter pop', 'uk pop']",0.138,0.693,163450,0.643,0.0,4,0.108,-5.867,0,0.0828,95.055,4,train
Antisocial (with Travis Scott),"Ed Sheeran, Travis Scott",2019,"['pop', 'singer-songwriter pop', 'uk pop']",0.132,0.716,161747,0.823,0.0,5,0.361,-5.313,0,0.0495,151.957,4,train
Tenerife Sea,Ed Sheeran,2013,"['pop', 'singer-songwriter pop', 'uk pop']",0.697,0.53,241347,0.346,1.07e-05,8,0.105,-10.497,1,0.0376,121.876,4,train
Barcelona,Ed Sheeran,2017,"['pop', 'singer-songwriter pop', 'uk pop']",0.448,0.747,191147,0.76,0.0,1,0.153,-4.294,1,0.187,99.975,4,train
I Don't Care (with Justin Bieber),"Ed Sheeran & Justin Bieber, Justin Bieber",2019,"['pop', 'singer-songwriter pop', 'uk pop']",0.0912,0.798,219947,0.675,0.0,6,0.0894,-5.041,1,0.0442,101.956,4,train
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2022,"['pop', 'singer-songwriter pop', 'uk pop']",0.924,0.528,185422,0.309,2.1e-06,0,0.282,-7.398,1,0.0329,133.83,4,train
Tenerife Sea,Ed Sheeran,2014,"['pop', 'singer-songwriter pop', 'uk pop']",0.697,0.53,241347,0.346,1.07e-05,8,0.105,-10.497,1,0.0376,121.876,4,train
Boat,Ed Sheeran,2023,"['pop', 'singer-songwriter pop', 'uk pop']",0.758,0.47,185731,0.203,2.41e-06,4,0.312,-8.676,1,0.0371,153.578,3,train
Cross Me (feat. Chance the Rapper & PnB Rock),"Ed Sheeran, Chance the Rapper, PnB Rock",2019,"['pop', 'singer-songwriter pop', 'uk pop']",0.212,0.746,206187,0.787,0.0,4,0.0669,-6.373,1,0.12,95.005,4,train
Bad Habits (feat. Bring Me The Horizon),"Ed Sheeran, Bring Me The Horizon",2022,"['pop', 'singer-songwriter pop', 'uk pop']",0.0305,0.59,250763,0.849,0.0,11,0.11,-4.691,0,0.0792,131.018,4,train
How Would You Feel (Paean),Ed Sheeran,2017,"['pop', 'singer-songwriter pop', 'uk pop']",0.424,0.617,280533,0.439,0.0,9,0.127,-5.63,1,0.0269,139.979,4,train
Put It All on Me (feat. Ella Mai),"Ed Sheeran, Ella Mai",2019,"['pop', 'singer-songwriter pop', 'uk pop']",0.256,0.627,197093,0.594,0.0,7,0.373,-8.306,1,0.0479,101.007,4,train
Song,Artist,Year,Genres,Acousticness,Danceability,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Split
No Role Modelz,J. Cole,2014,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.324,0.69,292799,0.521,0.0,10,0.0534,-8.492,0,0.339,100.028,4,train
Crocodile Tearz,J. Cole,2024,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.0527,0.793,229187,0.492,0.0,9,0.0646,-8.583,0,0.0772,86.978,4,train
Work Out,J. Cole,2011,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.0531,0.831,235320,0.427,0.0,2,0.307,-6.903,1,0.106,93.004,4,train
Wet Dreamz,J. Cole,2014,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.0697,0.495,239267,0.722,0.0,6,0.113,-8.108,0,0.357,175.627,4,train
Huntin’ Wabbitz,J. Cole,2024,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.177,0.807,162027,0.49,0.0,1,0.0937,-8.451,0,0.353,113.982,4,train
Power Trip (feat. Miguel),"J. Cole, Miguel",2013,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.324,0.667,241160,0.608,0.000198,1,0.426,-7.054,1,0.216,99.992,4,train
MIDDLE CHILD,J. Cole,2019,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.149,0.837,213594,0.364,0.0,8,0.271,-11.713,1,0.276,123.984,4,train
H.Y.B. (feat. Bas & Central Cee),"J. Cole, Bas, Central Cee",2024,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.366,0.775,234587,0.491,0.0,1,0.117,-7.395,0,0.297,139.897,4,train
"Pricey (feat. Ari Lennox, Young Dro & Gucci Mane)","J. Cole, Ari Lennox, Young Dro, Gucci Mane",2024,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.158,0.657,295147,0.718,0.0,2,0.715,-6.88,1,0.344,78.956,4,train
Ready ‘24 (feat. Cam’ron),"J. Cole, Cam'ron",2024,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.114,0.449,210133,0.697,0.0,11,0.241,-5.342,1,0.323,83.699,4,train
Love Yourz,J. Cole,2014,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.589,0.677,211497,0.638,0.0,8,0.193,-8.631,1,0.333,82.81,4,train
m y . l i f e (with 21 Savage & Morray),"J. Cole, 21 Savage, Morray",2021,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.0622,0.597,218802,0.587,0.0,7,0.214,-7.026,0,0.137,140.021,4,train
Stealth Mode (feat. Bas),"J. Cole, Bas",2024,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.657,0.748,135213,0.496,0.0,8,0.222,-8.602,1,0.144,142.009,4,train
Fever,J. Cole,2024,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.145,0.805,142640,0.548,0.000148,1,0.377,-9.316,1,0.173,99.95,4,train
Stickz N Stonez,J. Cole,2024,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.194,0.535,200787,0.726,0.0,4,0.311,-6.515,0,0.386,77.238,4,train
Trae The Truth in Ibiza,J. Cole,2024,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.121,0.488,255440,0.586,0.0,7,0.354,-7.868,1,0.0987,158.405,3,train
3001,J. Cole,2024,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.122,0.565,157853,0.766,0.0,8,0.0865,-6.708,1,0.444,161.615,4,train
Pi (feat. Daylyt & Ab-Soul),"J. Cole, Daylyt, Ab-Soul",2024,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.394,0.512,354773,0.808,0.0,5,0.109,-6.871,1,0.355,153.845,4,train
Kevin’s Heart,J. Cole,2018,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.482,0.829,200310,0.527,0.0,6,0.631,-6.644,0,0.367,116.079,4,train
She Knows (feat. Amber Coffman & Cults),"J. Cole, Cults, Amber Coffman",2013,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.0193,0.766,296520,0.74,0.0784,1,0.229,-10.363,1,0.0807,118.008,4,train
G.O.M.D,J. Cole,2014,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.322,0.889,301064,0.4,1.32e-05,4,0.331,-10.586,0,0.26,128.073,4,train
Neighbors,J. Cole,2016,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.319,0.898,216520,0.283,0.000383,6,0.11,-12.335,0,0.356,138.97,4,train
Can't Get Enough,"J. Cole, Trey Songz",2011,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.139,0.768,225960,0.62,0.0,2,0.521,-7.399,1,0.0658,132.035,4,train
p r i d e . i s . t h e . d e v i l (with Lil Baby),"J. Cole, Lil Baby",2021,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.104,0.861,218210,0.656,0.0,4,0.0986,-7.867,0,0.425,88.967,4,train
In The Morning,"J. Cole, Drake",2011,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.764,0.44,234387,0.671,0.0,3,0.212,-10.598,0,0.477,83.078,4,train
Apparently,J. Cole,2014,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.605,0.802,292865,0.544,0.0,5,0.102,-9.212,1,0.0686,133.992,4,train
Deja Vu,J. Cole,2016,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.352,0.657,264747,0.421,0.000218,9,0.187,-11.378,1,0.412,174.063,4,train
Crooked Smile (feat. TLC),"J. Cole, TLC",2013,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.435,0.606,278573,0.784,0.0,7,0.689,-6.293,1,0.268,80.985,4,train
a m a r i,J. Cole,2021,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.127,0.725,148421,0.713,0.0,4,0.617,-6.173,0,0.187,65.988,4,train
Nobody's Perfect,"J. Cole, Missy Elliott",2011,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.0974,0.793,190653,0.498,1.26e-05,8,0.13,-11.208,0,0.17,119.988,4,train
January 28th,J. Cole,2014,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.242,0.597,242698,0.568,0.0,5,0.0838,-8.559,1,0.342,84.052,4,train
She's Mine Pt. 2,J. Cole,2016,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.798,0.486,278920,0.194,0.00624,2,0.114,-15.265,1,0.0712,70.031,4,train
She's Mine Pt. 1,J. Cole,2016,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.766,0.439,209080,0.204,0.0913,2,0.284,-15.165,1,0.0587,139.652,4,train
A Tale Of 2 Citiez,J. Cole,2014,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.553,0.771,269721,0.536,1.05e-06,11,0.294,-8.534,1,0.323,94.995,4,train
Change,J. Cole,2016,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.666,0.74,331480,0.523,0.00142,11,0.0968,-10.753,0,0.233,97.063,4,train
Forbidden Fruit (feat. Kendrick Lamar),"J. Cole, Kendrick Lamar",2013,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.546,0.84,268667,0.504,0.00131,1,0.211,-9.354,1,0.383,110.027,4,train
4 Your Eyez Only,J. Cole,2016,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.367,0.701,530253,0.485,6.31e-05,11,0.0852,-10.305,0,0.364,78.863,4,train
Fire Squad,J. Cole,2014,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.279,0.551,288123,0.755,0.0,11,0.508,-7.053,1,0.419,175.895,4,train
03’ Adolescence,J. Cole,2014,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.395,0.528,264213,0.811,0.0,1,0.274,-6.181,1,0.59,70.58,4,train
KOD,J. Cole,2018,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.21,0.823,191437,0.783,0.0,0,0.113,-6.274,1,0.154,141.882,4,train
l e t . g o . m y . h a n d (with Bas & 6LACK),"J. Cole, Bas, 6LACK",2021,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.506,0.583,266291,0.625,0.0,1,0.196,-8.011,1,0.277,89.812,4,train
p u n c h i n ‘ . t h e . c l o c k,J. Cole,2021,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.197,0.769,112579,0.74,0.0,11,0.171,-6.579,0,0.378,94.104,4,train
i n t e r l u d e,J. Cole,2021,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.0617,0.77,133022,0.574,0.0,1,0.104,-5.525,1,0.106,98.962,3,train
Snow On Tha Bluff,J. Cole,2020,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.723,0.586,235480,0.512,0.0002,8,0.119,-8.819,0,0.0668,75.857,4,train
Land Of The Snakes,J. Cole,2013,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.228,0.774,254453,0.729,0.0,2,0.257,-7.806,1,0.293,104.009,4,train
Ville Mentality,J. Cole,2016,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.745,0.87,194347,0.386,0.00013,7,0.122,-7.843,0,0.0684,119.91,3,train
Planez,"Jeremih, J. Cole",2015,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.7,0.688,240320,0.556,1.87e-06,6,0.108,-7.738,1,0.264,129.336,4,train
Off Deez (with J. Cole),"JID, J. Cole",2018,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.00207,0.836,213358,0.579,0.0,9,0.11,-6.164,1,0.243,85.486,4,train
Immortal,J. Cole,2016,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.455,0.744,201667,0.43,2.73e-06,3,0.126,-10.604,0,0.309,92.039,4,train
9 5 . s o u t h,J. Cole,2021,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.271,0.713,196946,0.793,0.0,2,0.727,-5.277,1,0.397,71.724,4,train
Song,Artist,Year,Genres,Acousticness,Danceability,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Split
Sweet Caroline,Neil Diamond,1969,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.611,0.529,203573,0.127,0.000109,11,0.237,-16.066,1,0.0274,63.05,4,train
Cracklin' Rosie - Single Version,Neil Diamond,1970,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.319,0.562,179933,0.503,0.0,1,0.163,-14.836,1,0.0335,127.827,4,train
Forever In Blue Jeans,Neil Diamond,1978,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.0221,0.706,217533,0.39,3.81e-05,9,0.0944,-13.673,1,0.0324,90.584,4,train
"Girl, You'll Be A Woman Soon",Neil Diamond,1968,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.567,0.515,180253,0.641,0.0642,5,0.322,-5.573,1,0.0272,109.558,4,train
I Am...I Said - Single Version,Neil Diamond,1971,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.141,0.246,213200,0.375,4.97e-06,10,0.109,-14.409,1,0.0272,90.53,4,train
"Cherry, Cherry",Neil Diamond,1966,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.0624,0.518,163400,0.762,0.0,8,0.0672,-6.258,1,0.0299,84.69,4,train
Solitary Man,Neil Diamond,2024,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.239,0.587,153307,0.629,3.32e-06,4,0.336,-5.825,0,0.0297,78.909,4,train
September Morn,Neil Diamond,1979,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.628,0.419,232000,0.23,5.85e-06,10,0.222,-17.102,1,0.0359,128.892,4,train
You Don't Bring Me Flowers,"Neil Diamond, Barbra Streisand",1978,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.878,0.16,195400,0.123,2.24e-05,0,0.157,-18.111,1,0.04,67.006,4,train
I Am...I Said,Neil Diamond,2014,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.104,0.249,214947,0.553,6.87e-06,10,0.0995,-7.288,1,0.0269,90.399,4,train
Song Sung Blue,Neil Diamond,2014,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.276,0.594,185653,0.529,3.92e-05,0,0.148,-9.338,1,0.0287,109.703,4,train
Brother Love's Travelling Salvation Show,Neil Diamond,1969,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.575,0.428,211862,0.432,0.00933,8,0.0888,-11.58,1,0.0288,135.142,4,train
Play Me,Neil Diamond,1972,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.488,0.473,232067,0.213,0.000147,2,0.132,-17.951,1,0.0273,106.461,3,train
America,Neil Diamond,1980,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.00974,0.548,257600,0.488,0.000205,0,0.187,-14.834,1,0.0318,126.446,4,train
Cracklin' Rosie,Neil Diamond,2014,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.257,0.6,178853,0.667,0.0,1,0.115,-8.138,1,0.0328,127.413,4,train
Cherry Cherry,Neil Diamond,1968,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.0271,0.56,163907,0.827,0.00285,8,0.0551,-4.157,1,0.0306,84.383,4,train
Sweet Caroline,Neil Diamond,2014,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.475,0.548,200293,0.258,2.88e-05,11,0.459,-8.874,1,0.0293,126.921,4,train
Kentucky Woman,Neil Diamond,1968,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.211,0.635,145467,0.678,0.000406,11,0.112,-6.262,1,0.0384,81.409,4,train
Song Sung Blue - Single Version,Neil Diamond,1972,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.467,0.556,195160,0.327,1.32e-05,0,0.318,-15.612,1,0.0311,108.913,4,train
Holly Holy,Neil Diamond,1969,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.663,0.283,280307,0.31,0.000522,9,0.122,-14.284,1,0.0279,103.283,4,train
America,Neil Diamond,2014,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.00804,0.541,258413,0.711,8.53e-05,0,0.217,-7.529,1,0.0315,125.924,4,train
Hello Again,Neil Diamond,1980,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.415,0.262,243133,0.212,0.0,0,0.124,-17.044,1,0.0332,122.49,4,train
Forever In Blue Jeans,Neil Diamond,2014,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.0503,0.691,205133,0.584,7.85e-05,9,0.078,-7.26,1,0.0287,90.622,4,train
Beautiful Noise,Neil Diamond,1996,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.119,0.525,193333,0.346,0.0,7,0.152,-15.218,1,0.0287,127.078,4,train
Shilo,Neil Diamond,1968,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.139,0.489,207333,0.762,0.000405,0,0.0819,-3.947,1,0.0321,134.504,4,train
Holly Holy,Neil Diamond,2014,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.552,0.301,280467,0.479,2.64e-05,9,0.634,-8.097,1,0.0269,103.688,4,train
I'm A Believer,Neil Diamond,1968,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.503,0.604,163667,0.791,5.75e-06,9,0.327,-3.846,1,0.0299,80.276,4,train
Love On The Rocks,Neil Diamond,1980,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.889,0.361,217893,0.193,4.4e-05,9,0.0879,-17.126,0,0.0387,64.572,4,train
Solitary Man,Neil Diamond,2014,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.241,0.557,153307,0.63,3.22e-06,4,0.33,-5.825,0,0.0312,78.835,4,train
Red Red Wine,Neil Diamond,2014,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.516,0.539,159480,0.413,0.0,9,0.124,-6.699,1,0.0244,88.372,4,train
Sweet Caroline - Classic Diamonds,Neil Diamond,2020,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.477,0.481,262947,0.58,0.181,9,0.108,-6.813,1,0.0273,106.72,4,train
Hello Again,Neil Diamond,2014,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.555,0.147,241333,0.301,0.000289,0,0.132,-10.879,1,0.0327,56.832,4,train
Song Sung Blue,Neil Diamond,2024,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.276,0.594,185653,0.529,3.92e-05,0,0.148,-9.338,1,0.0287,109.7,4,train
You Don't Bring Me Flowers,Neil Diamond,2014,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.886,0.399,189493,0.233,7.3e-06,0,0.194,-12.022,1,0.0318,43.829,4,train
Longfellow Serenade,Neil Diamond,1974,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.284,0.635,230560,0.5,0.0,4,0.0594,-14.682,1,0.0308,120.809,4,train
Stones - Single Version,Neil Diamond,1971,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.869,0.625,183693,0.271,0.0807,0,0.107,-17.548,1,0.028,112.387,4,train
Soolaimon,Neil Diamond,1970,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.393,0.666,272693,0.423,0.000108,1,0.0689,-17.114,1,0.0508,130.808,4,train
Desirée,Neil Diamond,1977,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.13,0.61,197427,0.475,1.09e-06,0,0.0837,-11.981,1,0.0323,118.148,4,train
Love On The Rocks,Neil Diamond,2014,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.902,0.337,216360,0.314,9.36e-05,9,0.11,-9.715,0,0.0339,129.157,4,train
September Morn,Neil Diamond,2014,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.691,0.391,232867,0.375,1.64e-05,10,0.152,-10.182,1,0.0322,127.847,4,train
Beautiful Noise,Neil Diamond,2014,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.294,0.499,191013,0.617,0.000495,7,0.124,-6.06,1,0.0283,126.998,4,train
Morningside,Neil Diamond,2014,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.587,0.501,260480,0.425,0.00141,4,0.118,-12.723,1,0.0282,128.211,4,train
Red Red Wine,Neil Diamond,1967,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.0733,0.34,160347,0.478,0.0,9,0.163,-7.189,1,0.0272,88.442,4,train
Love On The Rocks,Neil Diamond,1996,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.814,0.302,217800,0.213,6.68e-06,9,0.0884,-16.435,0,0.038,130.214,4,train
